OrgName,PrimFocus,id_str,_boroname,_ntaname,YrFnd_Num
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4608,Bronx,Norwood,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3492,Brooklyn,Gravesend,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4100,Brooklyn,Crown Heights North,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6032,Queens,Bayside-Bayside Hills,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4012,Queens,Hunters Point-Sunnyside-West Maspeth,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5406,Queens,Whitestone,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5876,Queens,Bayside-Bayside Hills,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3648,Brooklyn,Homecrest,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4920,Bronx,Williamsbridge-Olinville,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3928,Queens,Queensbridge-Ravenswood-Long Island City,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5562,Queens,Whitestone,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5640,Queens,Whitestone,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4452,Bronx,Van Cortlandt Village,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5174,Queens,College Point,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4085,Queens,Astoria,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4247,Queens,Hunters Point-Sunnyside-West Maspeth,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5900,Queens,Airport,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3398,Brooklyn,Park Slope-Gowanus,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4011,Queens,Hunters Point-Sunnyside-West Maspeth,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5330,Queens,College Point,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3848,Manhattan,Yorkville,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5744,Queens,Airport,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4999,Bronx,Williamsbridge-Olinville,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5561,Queens,Whitestone,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3554,Brooklyn,Park Slope-Gowanus,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4497,Brooklyn,Canarsie,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5236,Bronx,Allerton-Pelham Gardens,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4256,Brooklyn,Stuyvesant Heights,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6447,Queens,Rosedale,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5486,Queens,Murray Hill,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4395,Queens,Steinway,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4562,Queens,Ridgewood,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3086,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6056,Queens,Airport,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4004,Queens,Old Astoria,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5978,Queens,Airport,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4316,Queens,Steinway,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3866,Brooklyn,Crown Heights North,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3929,Queens,Queensbridge-Ravenswood-Long Island City,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5822,Queens,Airport,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5408,Queens,Murray Hill,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4873,Queens,Middle Village,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5157,Bronx,Eastchester-Edenwald-Baychester,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4167,Queens,Hunters Point-Sunnyside-West Maspeth,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3477,Brooklyn,Park Slope-Gowanus,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3710,Brooklyn,Crown Heights North,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4919,Bronx,Williamsbridge-Olinville,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5171,Queens,College Point,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4160,Queens,Steinway,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3633,Brooklyn,Prospect Heights,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5564,Queens,Murray Hill,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6212,Queens,Airport,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5080,Bronx,Allerton-Pelham Gardens,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4406,Queens,Ridgewood,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6580,Queens,Douglas Manor-Douglaston-Little Neck,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6424,Queens,Douglas Manor-Douglaston-Little Neck,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6291,Queens,Airport,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5642,Queens,Whitestone,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3927,Manhattan,Lenox Hill-Roosevelt Island,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5407,Queens,Flushing,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4576,Brooklyn,Canarsie,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6057,Queens,Airport,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3728,Brooklyn,Brighton Beach,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3771,Manhattan,Lenox Hill-Roosevelt Island,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5901,Queens,Airport,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4397,Queens,Woodside,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5563,Queens,Whitestone,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3650,Brooklyn,Brighton Beach,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4998,Bronx,Williamsbridge-Olinville,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6033,Queens,Bayside-Bayside Hills,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4434,Queens,Breezy Point-Broad Channel,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3856,Brooklyn,Greenpoint,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4874,Queens,Middle Village,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6189,Queens,Bayside-Bayside Hills,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4334,Brooklyn,Ocean Hill,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4090,Queens,Hunters Point-Sunnyside-West Maspeth,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3572,Brooklyn,West Brighton,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5677,Queens,Hammels-Arverne-Edgemere,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6213,Queens,Airport,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4178,Brooklyn,Crown Heights North,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6135,Queens,Airport,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5721,Queens,Murray Hill,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3164,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4239,Queens,Steinway,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3855,Brooklyn,Greenpoint,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5392,Bronx,Co-op City,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4241,Queens,Astoria,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5979,Queens,Airport,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5095,Queens,College Point,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3339,Brooklyn,Seagate-Coney Island,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3627,Brooklyn,Williamsburg,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5823,Queens,Airport,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4494,Brooklyn,East New York,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4083,Queens,Old Astoria,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5877,Queens,Bayside-Bayside Hills,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4718,Queens,Middle Village,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5251,Queens,College Point,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5405,Queens,Whitestone,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6369,Queens,Airport,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4717,Queens,Middle Village,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6365,Queens,Brookville,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6111,Queens,Bayside-Bayside Hills,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5474,Bronx,Pelham Bay-Country Club-City Island,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4102,Brooklyn,Crown Heights North,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6050,Queens,Springfield Gardens North,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,2937,Brooklyn,Bay Ridge,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5413,Queens,Queensboro Hill,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5894,Queens,Baisley Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4087,Queens,Hunters Point-Sunnyside-West Maspeth,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4078,Manhattan,East Harlem North,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3093,Brooklyn,Sunset Park East,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4995,Bronx,Woodlawn-Wakefield,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4630,Queens,Jackson Heights,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5738,Queens,Baisley Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3922,Manhattan,East Harlem North,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3249,Brooklyn,Borough Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6597,Queens,Rosedale,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4234,Bronx,Mott Haven-Port Morris,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5023,Queens,Corona,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3640,Brooklyn,Flatbush,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3172,Brooklyn,Borough Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4786,Queens,East Elmhurst,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3843,Manhattan,Central Harlem South,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4248,Queens,Hunters Point-Sunnyside-West Maspeth,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5318,Bronx,Schuylerville-Throgs Neck-Edgewater Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3328,Brooklyn,Borough Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4486,Queens,Ridgewood,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6518,Queens,Laurelton,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6270,Queens,Oakland Gardens,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4872,Queens,Rego Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3484,Brooklyn,Borough Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3801,Brooklyn,Madison,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6362,Queens,Laurelton,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4243,Queens,Hunters Point-Sunnyside-West Maspeth,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4448,Bronx,North Riverdale-Fieldston-Riverdale,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6206,Queens,St. Albans,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3852,Queens,Hunters Point-Sunnyside-West Maspeth,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6441,Queens,Laurelton,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3931,Queens,Hunters Point-Sunnyside-West Maspeth,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5817,Queens,Baisley Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3775,Queens,Hunters Point-Sunnyside-West Maspeth,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5491,Queens,East Flushing,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,2859,Brooklyn,Bay Ridge,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6519,Queens,Rosedale,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4000,Manhattan,East Harlem North,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3015,Brooklyn,Sunset Park West,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5395,Bronx,Pelham Bay-Country Club-City Island,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4716,Queens,Middle Village,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4333,Brooklyn,Ocean Hill,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4865,Queens,East Elmhurst,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5723,Queens,East Flushing,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6363,Queens,Laurelton,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5000,Bronx,Williamsbridge-Olinville,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3171,Brooklyn,Sunset Park East,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4408,Queens,Ridgewood,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5239,Bronx,Pelham Bay-Country Club-City Island,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3405,Brooklyn,Borough Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4335,Brooklyn,Brownsville,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4416,Brooklyn,Brownsville,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4844,Bronx,Williamsbridge-Olinville,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4839,Bronx,Woodlawn-Wakefield,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6285,Queens,Laurelton,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4809,Brooklyn,East New York,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5083,Bronx,Van Nest-Morris Park-Westchester Square,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6582,Queens,Douglas Manor-Douglaston-Little Neck,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3561,Brooklyn,Kensington-Ocean Parkway,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5156,Bronx,Eastchester-Edenwald-Baychester,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3957,Brooklyn,Madison,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6129,Queens,Springfield Gardens North,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4258,Brooklyn,Brownsville,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3857,Brooklyn,Greenpoint,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6738,Queens,Glen Oaks-Floral Park-New Hyde Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3717,Brooklyn,Flatbush,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5973,Queens,Springfield Gardens North,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5335,Queens,Flushing,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4113,Brooklyn,Georgetown-Mill Basin,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4666,Queens,Breezy Point-Broad Channel,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4532,Bronx,Van Cortlandt Village,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6660,Queens,Glen Oaks-Floral Park-New Hyde Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6517,Queens,Laurelton,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,2938,Brooklyn,Bay Ridge,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4092,Brooklyn,East Williamsburg,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6361,Queens,Laurelton,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5240,Bronx,Schuylerville-Throgs Neck-Edgewater Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3790,Brooklyn,Crown Heights South,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4565,Queens,Glendale,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3094,Brooklyn,Sunset Park East,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,2781,Brooklyn,Bay Ridge,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6205,Queens,St. Albans,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3250,Brooklyn,Borough Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5414,Queens,Queensboro Hill,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4233,Bronx,Mott Haven-Port Morris,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3921,Manhattan,East Harlem North,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4577,Brooklyn,Canarsie,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,2782,Brooklyn,Bay Ridge,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5475,Bronx,Pelham Bay-Country Club-City Island,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3329,Brooklyn,Borough Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6348,Queens,Oakland Gardens,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4336,Brooklyn,Brownsville,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3842,Manhattan,Central Harlem South,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4637,Queens,Middle Village,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4409,Queens,Ridgewood,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6127,Queens,St. Albans,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3485,Brooklyn,Borough Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5493,Queens,Queensboro Hill,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3228,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5971,Queens,Baisley Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4389,Bronx,Mott Haven-Port Morris,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3641,Brooklyn,Flatbush,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3879,Brooklyn,Madison,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5084,Bronx,Westchester-Unionport,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6504,Queens,Douglas Manor-Douglaston-Little Neck,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5649,Queens,Queensboro Hill,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5815,Queens,Baisley Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3163,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4708,Queens,Jackson Heights,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5816,Queens,Baisley Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6049,Queens,Baisley Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3406,Brooklyn,Borough Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6284,Queens,St. Albans,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3787,Brooklyn,Clinton Hill,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5958,Queens,Bayside-Bayside Hills,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4942,Queens,East Elmhurst,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,2860,Brooklyn,Bay Ridge,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3946,Brooklyn,Crown Heights South,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6128,Queens,St. Albans,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5336,Queens,Queensboro Hill,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5162,Bronx,Van Nest-Morris Park-Westchester Square,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3999,Manhattan,East Harlem North,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,4688,Bronx,Norwood,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,3016,Brooklyn,Sunset Park East,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5972,Queens,Baisley Park,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,6114,Queens,Bayside-Bayside Hills,1841
"Department of Biological Sciences, Center for Urban Ecology, Fordham University",Research in science and/or technology,5312,Bronx,Co-op City,1841
